Sample	Study	Country	Admin level 1	Country latitude	Country longitude	Admin level 1 latitude	Admin level 1 longitude	Year	ENA	All samples same case	Population	% callable	QC pass	Exclusion reason	Sample type	Sample was in Pf6
PD0734-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553924	PD0734-C	AS-SEA-W	78.36	True	Analysis_set	gDNA	True
PD0735-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580385	PD0735-C	AS-SEA-W	88.87	True	Analysis_set	gDNA	True
PD0740-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553934	PD0740-C	AS-SEA-W	52.62	True	Analysis_set	gDNA	True
PD0741-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553946	PD0741-C	AS-SEA-W	59.55	True	Analysis_set	gDNA	True
PD0742-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553947	PD0742-C	AS-SEA-W	54.02	True	Analysis_set	gDNA	True
PD0743-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553958	PD0743-C	AS-SEA-W	47.43	False	Mixed_species	gDNA	True
PD0744-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580434	PD0744-C	AS-SEA-W	87.58	True	Analysis_set	gDNA	True
PD0745-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553898	PD0745-C	AS-SEA-W	80.9	True	Analysis_set	gDNA	True
PD0746-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553925	PD0746-C	AS-SEA-W	79.89	True	Analysis_set	gDNA	True
PD0747-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580446	PD0747-C	AS-SEA-W	77.66	True	Analysis_set	gDNA	True
PD0748-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553942	PD0748-C	AS-SEA-W	73.29	True	Analysis_set	gDNA	True
PD0749-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580435	PD0749-C	AS-SEA-W	85.66	True	Analysis_set	gDNA	True
PD0750-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553943	PD0750-C	AS-SEA-W	72.24	True	Analysis_set	gDNA	True
PD0751-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580425	PD0751-C	AS-SEA-W	84.03	True	Analysis_set	gDNA	True
PD0754-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580423	PD0754-C	AS-SEA-W	84.85	True	Analysis_set	gDNA	True
PD0755-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580397	PD0755-C	AS-SEA-W	82.94	True	Analysis_set	gDNA	True
PD0758-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580409	PD0758-C	AS-SEA-W	88.42	True	Analysis_set	gDNA	True
PD0760-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553901	PD0760-C	AS-SEA-W	79.34	True	Analysis_set	gDNA	True
PD0761-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553927	PD0761-C	AS-SEA-W	79.79	True	Analysis_set	gDNA	True
PD0762-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553952	PD0762-C	AS-SEA-W	53.2	True	Analysis_set	gDNA	True
PD0765-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553922	PD0765-C	AS-SEA-W	75.17	True	Analysis_set	gDNA	True
PD0766-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580433	PD0766-C	AS-SEA-W	83.39	True	Analysis_set	gDNA	True
PD0767-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580424	PD0767-C	AS-SEA-W	77.81	True	Analysis_set	gDNA	True
PD0768-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553938	PD0768-C	AS-SEA-W	33.6	False	Low_coverage	gDNA	True
PD0771-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553926	PD0771-C	AS-SEA-W	78.16	True	Analysis_set	gDNA	True
PD0772-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580411	PD0772-C	AS-SEA-W	64.67	True	Analysis_set	gDNA	True
PD0773-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553960	PD0773-C	AS-SEA-W	28.86	False	Low_coverage	gDNA	True
PD0774-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553903	PD0774-C	AS-SEA-W	66.83	True	Analysis_set	gDNA	True
PD0775-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553913	PD0775-C	AS-SEA-W	75.31	True	Analysis_set	gDNA	True
PD0776-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580444	PD0776-C	AS-SEA-W	77.2	True	Analysis_set	gDNA	True
PD0777-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553923	PD0777-C	AS-SEA-W	68.71	True	Analysis_set	gDNA	True
PD0778-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553948	PD0778-C	AS-SEA-W	45.98	False	Low_coverage	gDNA	True
PD0781-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580445	PD0781-C	AS-SEA-W	79.72	True	Analysis_set	gDNA	True
PD0782-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553900	PD0782-C	AS-SEA-W	65.68	True	Analysis_set	gDNA	True
PD0783-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553959	PD0783-C	AS-SEA-W	32.1	False	Mixed_species	gDNA	True
PD0784-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553951	PD0784-C	AS-SEA-W	28.05	False	Low_coverage	gDNA	True
PD0785-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580400	PD0785-C	AS-SEA-W	79.53	True	Analysis_set	gDNA	True
PD0786-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553944	PD0786-C	AS-SEA-W	66.11	True	Analysis_set	gDNA	True
PD0787-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2009	ERR580415	PD0787-C	AS-SEA-W	84.75	True	Analysis_set	gDNA	True
PD0789-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580422	PD0789-C	AS-SEA-W	69.93	True	Analysis_set	gDNA	True
PD0790-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580383	PD0790-C	AS-SEA-W	88.97	True	Analysis_set	gDNA	True
PD0791-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580371	PD0791-C	AS-SEA-W	90.19	True	Analysis_set	gDNA	True
PD0792-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580372	PD0792-C	AS-SEA-W	89.15	True	Analysis_set	gDNA	True
PD0793-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580384	PD0793-C	AS-SEA-W	89.96	True	Analysis_set	gDNA	True
PD0794-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580373	PD0794-C	AS-SEA-W	84.19	True	Analysis_set	gDNA	True
PD0795-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580399	PD0795-C	AS-SEA-W	86.5	True	Analysis_set	gDNA	True
PD0796-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2010	ERR580374	PD0796-C	AS-SEA-W	89.19	True	Analysis_set	gDNA	True
PD0797-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2011	ERR580413	PD0797-C	AS-SEA-W	0.18	False	Low_coverage	gDNA	True
PD0798-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2011	ERR553912	PD0798-C	AS-SEA-W	69.64	True	Analysis_set	gDNA	True
PD0799-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2012	ERR580426	PD0799-C	AS-SEA-W	78.23	True	Analysis_set	gDNA	True
PD0800-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2012	ERR580421	PD0800-C	AS-SEA-W	81.63	True	Analysis_set	gDNA	True
PD0801-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2012	ERR580370	PD0801-C	AS-SEA-W	89.75	True	Analysis_set	gDNA	True
PD0802-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2012	ERR553911	PD0802-C	AS-SEA-W	78.11	True	Analysis_set	gDNA	True
PD0803-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2012	ERR553936	PD0803-C	AS-SEA-W	65.82	True	Analysis_set	gDNA	True
PD0804-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2012	ERR553939	PD0804-C	AS-SEA-W	64.64	True	Analysis_set	gDNA	True
PD0806-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2012	ERR580398	PD0806-C	AS-SEA-W	87.78	True	Analysis_set	gDNA	True
PD0808-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580412	PD0808-C	AS-SEA-W	85.92	True	Analysis_set	gDNA	True
PD0809-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580447	PD0809-C	AS-SEA-W	65.3	True	Analysis_set	gDNA	True
PD0810-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR553928	PD0810-C	AS-SEA-W	71.14	True	Analysis_set	gDNA	True
PD0811-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR553961	PD0811-C	AS-SEA-W	28.69	False	Low_coverage	gDNA	True
PD0812-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR553963	PD0812-C	AS-SEA-W	37.98	False	Low_coverage	gDNA	True
PD0813-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580429	PD0813-C	AS-SEA-W	81.48	True	Analysis_set	gDNA	True
PD0814-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580404	PD0814-C	AS-SEA-W	85.49	True	Analysis_set	gDNA	True
PD0816-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR553916	PD0816-C	AS-SEA-W	87.25	True	Analysis_set	gDNA	True
PD0817-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580431	PD0817-C	AS-SEA-W	83.52	True	Analysis_set	gDNA	True
PD0818-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580392	PD0818-C	AS-SEA-W	89.41	True	Analysis_set	gDNA	True
PD0819-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580379	PD0819-C	AS-SEA-W	87.81	True	Analysis_set	gDNA	True
PD0820-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580381	PD0820-C	AS-SEA-W	89.79	True	Analysis_set	gDNA	True
PD0821-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580395	PD0821-C	AS-SEA-W	88.93	True	Analysis_set	gDNA	True
PD0822-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580387	PD0822-C	AS-SEA-W	89.02	True	Analysis_set	gDNA	True
PD0823-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580375	PD0823-C	AS-SEA-W	87.0	True	Analysis_set	gDNA	True
PD0824-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580376	PD0824-C	AS-SEA-W	88.71	True	Analysis_set	gDNA	True
PD0825-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580388	PD0825-C	AS-SEA-W	89.56	True	Analysis_set	gDNA	True
PD0826-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580389	PD0826-C	AS-SEA-W	89.78	True	Analysis_set	gDNA	True
PD0827-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580377	PD0827-C	AS-SEA-W	89.32	True	Analysis_set	gDNA	True
PD0828-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580405	PD0828-C	AS-SEA-W	89.65	True	Analysis_set	gDNA	True
PD0829-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580391	PD0829-C	AS-SEA-W	89.88	True	Analysis_set	gDNA	True
PD0830-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580393	PD0830-C	AS-SEA-W	89.41	True	Analysis_set	gDNA	True
PD0831-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580380	PD0831-C	AS-SEA-W	88.41	True	Analysis_set	gDNA	True
PD0832-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580382	PD0832-C	AS-SEA-W	88.76	True	Analysis_set	gDNA	True
PD0833-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2007	ERR580455	PD0833-C	AS-SEA-W	79.46	True	Analysis_set	gDNA	True
PD0834-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2007	ERR580401	PD0834-C	AS-SEA-W	88.23	True	Analysis_set	gDNA	True
PD0835-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553945	PD0835-C	AS-SEA-W	81.7	True	Analysis_set	gDNA	True
PD0836-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580450	PD0836-C	AS-SEA-W	88.39	True	Analysis_set	gDNA	True
PD0837-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553964	PD0837-C	AS-SEA-W	60.41	True	Analysis_set	gDNA	True
PD0838-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553906	PD0838-C	AS-SEA-W	78.48	True	Analysis_set	gDNA	True
PD0839-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553907	PD0839-C	AS-SEA-W	77.81	True	Analysis_set	gDNA	True
PD0840-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580452	PD0840-C	AS-SEA-W	84.1	True	Analysis_set	gDNA	True
PD0841-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553931	PD0841-C	AS-SEA-W	76.63	True	Analysis_set	gDNA	True
PD0842-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580407	PD0842-C	AS-SEA-W	88.23	True	Analysis_set	gDNA	True
PD0843-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553957	PD0843-C	AS-SEA-W	54.98	True	Analysis_set	gDNA	True
PD0844-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553967	PD0844-C	AS-SEA-W	40.62	False	Low_coverage	gDNA	True
PD0845-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553968	PD0845-C	AS-SEA-W	51.95	True	Analysis_set	gDNA	True
PD0846-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580416	PD0846-C	AS-SEA-W	87.9	True	Analysis_set	gDNA	True
PD0847-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580436	PD0847-C	AS-SEA-W	86.92	True	Analysis_set	gDNA	True
PD0848-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580438	PD0848-C	AS-SEA-W	86.94	True	Analysis_set	gDNA	True
PD0849-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553955	PD0849-C	AS-SEA-W	52.24	True	Analysis_set	gDNA	True
PD0851-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580439	PD0851-C	AS-SEA-W	88.98	True	Analysis_set	gDNA	True
PD0852-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580417	PD0852-C	AS-SEA-W	88.17	True	Analysis_set	gDNA	True
PD0853-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580453	PD0853-C	AS-SEA-W	80.87	True	Analysis_set	gDNA	True
PD0854-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553919	PD0854-C	AS-SEA-W	80.25	True	Analysis_set	gDNA	True
PD0855-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553920	PD0855-C	AS-SEA-W	67.44	True	Analysis_set	gDNA	True
PD0856-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553908	PD0856-C	AS-SEA-W	74.79	True	Analysis_set	gDNA	True
PD0857-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580419	PD0857-C	AS-SEA-W	83.73	True	Analysis_set	gDNA	True
PD0858-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553904	PD0858-C	AS-SEA-W	69.3	True	Analysis_set	gDNA	True
PD0859-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580449	PD0859-C	AS-SEA-W	83.45	True	Analysis_set	gDNA	True
PD0860-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580428	PD0860-C	AS-SEA-W	85.27	True	Analysis_set	gDNA	True
PD0861-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580430	PD0861-C	AS-SEA-W	83.0	True	Analysis_set	gDNA	True
PD0862-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580451	PD0862-C	AS-SEA-W	84.98	True	Analysis_set	gDNA	True
PD0863-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580440	PD0863-C	AS-SEA-W	87.06	True	Analysis_set	gDNA	True
PD0864-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553917	PD0864-C	AS-SEA-W	82.73	True	Analysis_set	gDNA	True
PD0865-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR580442	PD0865-C	AS-SEA-W	85.81	True	Analysis_set	gDNA	True
PD0866-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553966	PD0866-C	AS-SEA-W	16.32	False	Low_coverage	gDNA	True
PD0867-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553933	PD0867-C	AS-SEA-W	87.84	True	Analysis_set	gDNA	True
PD0869-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2008	ERR553909	PD0869-C	AS-SEA-W	72.84	True	Analysis_set	gDNA	True
PD0870-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580448	PD0870-C	AS-SEA-W	88.24	True	Analysis_set	gDNA	True
PD0871-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580427	PD0871-C	AS-SEA-W	89.66	True	Analysis_set	gDNA	True
PD0872-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580402	PD0872-C	AS-SEA-W	89.23	True	Analysis_set	gDNA	True
PD0873-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580403	PD0873-C	AS-SEA-W	88.38	True	Analysis_set	gDNA	True
PD0874-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR553915	PD0874-C	AS-SEA-W	89.15	True	Analysis_set	gDNA	True
PD0875-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580441	PD0875-C	AS-SEA-W	89.84	True	Analysis_set	gDNA	True
PD0876-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR553918	PD0876-C	AS-SEA-W	89.52	True	Analysis_set	gDNA	True
PD0877-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580443	PD0877-C	AS-SEA-W	90.39	True	Analysis_set	gDNA	True
PD0878-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580378	PD0878-C	AS-SEA-W	89.05	True	Analysis_set	gDNA	True
PD0879-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2013	ERR580394	PD0879-C	AS-SEA-W	89.31	True	Analysis_set	gDNA	True
PD0881-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2007	ERR553969	PD0881-C	AS-SEA-W	54.72	True	Analysis_set	gDNA	True
PD0882-C	1125-PF-TH-NOSTEN	Thailand	Tak	15.110375296285852	101.01480217436618	16.71495249648214	98.79105004448397	2007	ERR553905	PD0882-C	AS-SEA-W	89.73	True	Analysis_set	gDNA	True
