gene_id	gene_name	chrom	start	end	global_differentiation_score	local_differentiation_score	distance_to_higher_local_diff_score
PF3D7_0511600	ARNP	Pf3D7_05_v3	517259	517885	0.2207038359894784	0.267372225070619	472.0
PF3D7_0511700	CGI121	Pf3D7_05_v3	519129	520078	0.2615462251270002	0.3156153246278779	642.0
PF3D7_0511800	INO1	Pf3D7_05_v3	520720	522693	0.2285543600134561	0.3400049682825116	2333.0
PF3D7_0511900	.	Pf3D7_05_v3	525026	527218	0.3398461451106873	0.3958678623428351	2716.0
PF3D7_0512000	.	Pf3D7_05_v3	527639	528666	0.042729746130292345	0.0013064475879762671	180.0
PF3D7_0512100	.	Pf3D7_05_v3	528846	529409	0.3216350649361551	0.1619647922514773	525.0
PF3D7_0512200	GS	Pf3D7_05_v3	529934	531901	0.4032057010038684	0.4029227693477347	1655.0
PF3D7_0512300	MAT1	Pf3D7_05_v3	533556	534338	0.2667419578579473	0.4062610598663028	1935.0
PF3D7_0512400	.	Pf3D7_05_v3	536273	536977	0.3282817475246487	0.426005517887345	2754.0
PF3D7_0512500	.	Pf3D7_05_v3	539731	542593	0.3574123966563103	0.5351526605562904	22944.0
PF3D7_0512600	RAB1b	Pf3D7_05_v3	544540	545993	0.24794442388185775	0.0013064475879762671	741.0
PF3D7_0512700	OPRT	Pf3D7_05_v3	546734	547579	0.5162864975574759	0.267372225070619	827.0
PF3D7_0512800	.	Pf3D7_05_v3	548406	553340	0.4175568834734191	0.4790909417499736	5813.0
PF3D7_0512900	AKAL	Pf3D7_05_v3	553990	554787	0.2915477329874818	0.4057810618694344	650.0
PF3D7_0513000	.	Pf3D7_05_v3	555264	556073	0.3619977305830493	0.3501026069844133	477.0
PF3D7_0513100	.	Pf3D7_05_v3	557039	558012	0.2536184909329844	0.16004219551544094	966.0
PF3D7_0513200	.	Pf3D7_05_v3	559513	568384	0.4094876505049853	0.5015319767373658	16920.0
PF3D7_0513300	PNP	Pf3D7_05_v3	569182	569919	0.4754597873737223	0.4867731144601165	798.0
PF3D7_0513400	.	Pf3D7_05_v3	571058	572661	0.3746400359484064	0.3821101114853478	1139.0
PF3D7_0513500	PAM16	Pf3D7_05_v3	573588	574248	0.12714487528068952	0.010300969587121013	693.0
PF3D7_0513600	.	Pf3D7_05_v3	574941	578505	0.4020153459027563	0.4551881606029346	5022.0
PF3D7_0513700	PSOP12	Pf3D7_05_v3	581227	584124	0.32896491603884204	0.3958678623428351	2722.0
PF3D7_0513800	RAB1a	Pf3D7_05_v3	585357	585980	0.2285543600134561	0.18335098532665484	1233.0
PF3D7_0513900	.	Pf3D7_05_v3	587752	588677	0.1937335785778913	0.2568491517963255	2661.0
PF3D7_0514000	TTL	Pf3D7_05_v3	588921	590769	0.2646009241202581	0.2268576081845295	244.0
PF3D7_0514100	UvrD	Pf3D7_05_v3	591338	595663	0.3694377827470364	0.5351526605562904	33318.0
PF3D7_0514200	.	Pf3D7_05_v3	596818	599421	0.4159993716571592	0.4310696024779613	626.0
PF3D7_0514300	.	Pf3D7_05_v3	600047	603433	0.3842042053350256	0.5259463470999999	4384.0
PF3D7_0514400	.	Pf3D7_05_v3	603951	604023			
PF3D7_0514500	.	Pf3D7_05_v3	605027	606330	0.26631657747565984	0.16543420463547998	775.0
PF3D7_0514600	.	Pf3D7_05_v3	607105	608451	0.09447628399835463	0.26684226246947285	1638.0
PF3D7_0514700	.	Pf3D7_05_v3	610089	614771	0.4726679206792832	0.4797031278947119	6656.0
PF3D7_0514800	.	Pf3D7_05_v3	615282	617993	0.4746879232361748	0.4300846246322231	511.0
PF3D7_0514900	.	Pf3D7_05_v3	618629	619945	0.40342642256991296	0.4322905247804261	3858.0
PF3D7_0515000	CWC2	Pf3D7_05_v3	620810	623356	0.4238758434199247	0.4291118744137006	865.0
PF3D7_0515100	ROM9	Pf3D7_05_v3	624719	626481	0.27686800865286754	0.3222341421177325	1363.0
PF3D7_0515200	.	Pf3D7_05_v3	627298	627961	0.2392706208579505	0.24637006296608235	817.0
PF3D7_0515300	PI3K	Pf3D7_05_v3	628981	635382	0.5302813258454564	0.539423986403242	5755.0
PF3D7_0515400	.	Pf3D7_05_v3	637354	640381	0.3750247222085044	0.4866610923853322	756.0
PF3D7_0515500	.	Pf3D7_05_v3	641137	644685	0.6306655982472213	0.5852196618838259	108613.0
PF3D7_0515600	.	Pf3D7_05_v3	646659	652106	0.5092444088986916	0.42018739889590784	1974.0
PF3D7_0515700	GAP40	Pf3D7_05_v3	653966	655336	0.5613391297383654	0.3053192517216746	1860.0
PF3D7_0515800	.	Pf3D7_05_v3	658423	658677	0.14580741453449894	0.12481037641031978	1473.0
PF3D7_0515900	NIF2	Pf3D7_05_v3	660150	661136	0.17251015990110252	0.29232863384905805	2415.0
PF3D7_0516000	.	Pf3D7_05_v3	663551	666917	0.23674099704111876	0.4369571837433084	569.0
PF3D7_0516100	ATPase1	Pf3D7_05_v3	667486	674861	0.4820116171188067	0.537046000588176	11949.0
PF3D7_0516200	RPS11	Pf3D7_05_v3	675809	676614	0.16891461886091674	0.08769168389400805	948.0
PF3D7_0516300	.	Pf3D7_05_v3	678910	680955	0.3727621433455544	0.4067440162670325	4049.0
PF3D7_0516400	PhLP3	Pf3D7_05_v3	681430	682437	0.22622494458504816	0.2680156973883137	475.0
PF3D7_0516500	MFS1	Pf3D7_05_v3	683708	685859	0.17781864952776527	0.2617626335932861	951.0
PF3D7_0516600	MB2	Pf3D7_05_v3	686810	691642	0.3508543464184484	0.5639673639759095	42125.0
PF3D7_0516700	.	Pf3D7_05_v3	694492	698778	0.31609365788986943	0.4240681008728384	1342.0
PF3D7_0516800	ApiAP2	Pf3D7_05_v3	700120	707256	0.5693396748066517	0.4866610923853322	8478.0
PF3D7_0516900	RPL2	Pf3D7_05_v3	712762	713772	0.14902158655222508	0.2984282819440328	4653.0
PF3D7_0517000	.	Pf3D7_05_v3	715765	716675	0.17722504791294835	0.0013064475879762671	1750.0
PF3D7_0517100	.	Pf3D7_05_v3	718425	719855	0.3772372306928055	0.4322346136628445	888.0
PF3D7_0517200	.	Pf3D7_05_v3	720743	722641	0.3316496556998149	0.4551881606029346	13487.0
PF3D7_0517300	SR1	Pf3D7_05_v3	724681	725751	0.0773843188184491	0.010300969587121013	2040.0
PF3D7_0517400	FACT-L	Pf3D7_05_v3	731407	735162	0.6757741642151345	0.3819334272437129	725.0
PF3D7_0517500	.	Pf3D7_05_v3	735887	738400	0.38558274560349226	0.3836883710631693	1756.0
PF3D7_0517600	CPbeta	Pf3D7_05_v3	740156	741034	0.34103672033154664	0.4257993087473778	12264.0
PF3D7_0517700	EIF3B	Pf3D7_05_v3	743179	745329	0.31130590152854803	0.2735472377900626	469.0
PF3D7_0517800	.	Pf3D7_05_v3	745798	746634	0.3054983133085909	0.3124983455388576	1161.0
PF3D7_0517900	.	Pf3D7_05_v3	747795	749677	0.3189508039081993	0.3197609221938573	984.0
PF3D7_0518000	.	Pf3D7_05_v3	750661	752435	0.31173450647673073	0.33099981086631897	863.0
PF3D7_0518100	.	Pf3D7_05_v3	753298	757544	0.5579330486077181	0.6934561151040092	150293.0
PF3D7_0518200	MDM2	Pf3D7_05_v3	758503	758898	0.21762497798871194	0.0013064475879762671	933.0
PF3D7_0518300	.	Pf3D7_05_v3	759831	760998	0.1213288932831854	0.23466501011720164	1105.0
PF3D7_0518400	CYC3	Pf3D7_05_v3	762103	762792	0.22524595869675426	0.3400049682825116	740.0
PF3D7_0518500	DDX23	Pf3D7_05_v3	763532	766903	0.3151201443253433	0.4138821254169598	2407.0
PF3D7_0518600	WDR26	Pf3D7_05_v3	769310	773140	0.4622803903925403	0.5627755626297368	11766.0
PF3D7_0518700	PUF1	Pf3D7_05_v3	774075	780438	0.38558274560349226	0.5301214445090473	935.0
PF3D7_0518800	PSOP13	Pf3D7_05_v3	783638	784991	0.2993734813341258	0.382642567178242	3200.0
PF3D7_0518900	.	Pf3D7_05_v3	785664	786565	0.2285543600134561	0.3400049682825116	673.0
PF3D7_0519000	SLBP	Pf3D7_05_v3	788599	789480	0.2824776898932785	0.5305122654088099	11970.0
PF3D7_0519100	.	Pf3D7_05_v3	790399	790773	0.0920218893810697	0.0013064475879762671	919.0
PF3D7_0519200	.	Pf3D7_05_v3	791719	792936	0.3654993029160778	0.4601355661563934	2239.0
PF3D7_0519300	COX10	Pf3D7_05_v3	795527	797473	0.4618483433147266	0.4754179466100149	3977.0
PF3D7_0519400	RPS24	Pf3D7_05_v3	798036	798775	0.1886548185069291	0.08650990361066646	563.0
PF3D7_0519500	CCR4	Pf3D7_05_v3	801450	809127	0.4120629905303754	0.5601584924823929	28310.0
PF3D7_0519600	.	Pf3D7_05_v3	812648	814915	0.34441533290928616	0.42018739889590784	3521.0
PF3D7_0519700	.	Pf3D7_05_v3	817066	819139	0.27926025843814195	0.2617626335932861	1580.0
PF3D7_0519800	.	Pf3D7_05_v3	820719	822908	0.30108591119381045	0.4174095734826193	2927.0
PF3D7_0519900	.	Pf3D7_05_v3	825835	827412	0.5105797914526742	0.4310696024779613	4205.0
PF3D7_0520000	.	Pf3D7_05_v3	828953	829883	0.17582081325414425	0.010300969587121013	1541.0
PF3D7_0520100	PPM9	Pf3D7_05_v3	831617	834343	0.3651901090985217	0.5368333561484091	22490.0
PF3D7_0520200	.	Pf3D7_05_v3	835314	837407	0.2636562566994691	0.3870691059920791	971.0
PF3D7_0520300	LSM2	Pf3D7_05_v3	838428	839083	0.06350033019096324	0.0013064475879762671	572.0
PF3D7_0520400	.	Pf3D7_05_v3	839655	840560	0.2747853623919813	0.3041441951859267	2248.0
PF3D7_0520500	.	Pf3D7_05_v3	841723	842655	0.21508759977976452	0.22492627864987744	931.0
PF3D7_0520600	Ap4AH	Pf3D7_05_v3	843586	844817	0.3658839027391524	0.35602279358043964	1026.0
PF3D7_0520700	.	Pf3D7_05_v3	845843	848767	0.4140476388149158	0.4369571837433084	1095.0
PF3D7_0520800	.	Pf3D7_05_v3	849862	856026	0.4770279556715491	0.4866610923853322	3347.0
PF3D7_0520900	SAHH	Pf3D7_05_v3	857038	858477	0.22341538807987404	0.2659133278675676	896.0
PF3D7_0521000	.	Pf3D7_05_v3	859373	861063	0.4904511753450516	0.5802609636650662	46774.0
PF3D7_0521100	.	Pf3D7_05_v3	861930	867583	0.4408305081576037	0.5054160708803819	867.0
PF3D7_0521200	.	Pf3D7_05_v3	868892	869878	0.2986308760795852	0.39502903797615385	306.0
PF3D7_0521300	.	Pf3D7_05_v3	870184	874570	0.4408711192910162	0.4387586292406145	2601.0
PF3D7_0521400	.	Pf3D7_05_v3	875873	877561	0.3078406490064054	0.3400049682825116	507.0
PF3D7_0521500	.	Pf3D7_05_v3	878068	879762	0.3191167522544003	0.4888173893882151	10485.0
PF3D7_0521600	.	Pf3D7_05_v3	880065	880355	0.4027418720126632	0.278833441886029	303.0
PF3D7_0521700	DDX1	Pf3D7_05_v3	882376	884901	0.2285543600134561	0.4115727841484762	2614.0
PF3D7_0521800	.	Pf3D7_05_v3	885714	888232	0.3175433673369631	0.4004998693766276	425.0
PF3D7_0521900	.	Pf3D7_05_v3	888657	895144	0.27973875502797785	0.4369571837433084	8895.0
PF3D7_0522000	.	Pf3D7_05_v3	896018	896940	0.3748070465663708	0.2838433106962659	525.0
PF3D7_0522100	.	Pf3D7_05_v3	897465	899756	0.3732845049559024	0.4369571837433084	2321.0
PF3D7_0522200	TAF10	Pf3D7_05_v3	901414	902173	0.1924836749301629	0.2945824369797787	1658.0
PF3D7_0522300	.	Pf3D7_05_v3	902613	904844	0.4770940186143087	0.23521936262275644	440.0
PF3D7_0522400	.	Pf3D7_05_v3	907837	936315	0.6327769426942426	0.761432963349711	21575.0
PF3D7_0522500	RPL17	Pf3D7_05_v3	937231	938037	0.2254951214286253	0.3400049682825116	916.0
PF3D7_0522600	.	Pf3D7_05_v3	940249	941700	0.4036970854245361	0.4422363219639057	3934.0
PF3D7_0522700	SufA	Pf3D7_05_v3	942767	943873	0.29793725797675963	0.26119352614358404	1067.0
PF3D7_0522800	BUD31	Pf3D7_05_v3	944184	944931	0.19752016671776773	0.24179243733377576	311.0
PF3D7_0522900	.	Pf3D7_05_v3	948951	953609	0.4732933016715149	0.6216560975036134	4281.0
PF3D7_0523000	MDR1	Pf3D7_05_v3	957890	962149	0.4903721313650963	0.8370561503048009	
PF3D7_0523100	.	Pf3D7_05_v3	963227	965044	0.3416552899873351	0.3229929769128842	1078.0
PF3D7_0523200	.	Pf3D7_05_v3	966123	969737	0.4304276731650092	0.5507386572072508	3974.0
PF3D7_0523300	.	Pf3D7_05_v3	970266	970962	0.2838834463392538	0.0013064475879762671	529.0
PF3D7_0523400	.	Pf3D7_05_v3	973518	975876	0.2014755983574389	0.2799380654709843	3781.0
PF3D7_0523500	.	Pf3D7_05_v3	976690	977815	0.09863447994927144	0.0013064475879762671	814.0
PF3D7_0523600	.	Pf3D7_05_v3	978665	979870	0.19573381419615765	0.17774450259628005	884.0
PF3D7_0523700	.	Pf3D7_05_v3	980754	985354	0.41794394523881184	0.5922170128683472	18605.0
PF3D7_0523800	.	Pf3D7_05_v3	990005	992059	0.5668700095653257	0.5312998039771586	4651.0
PF3D7_0523900	.	Pf3D7_05_v3	993433	994607	0.2873893523335751	0.32816487161994123	1374.0
PF3D7_0524000	KASbeta	Pf3D7_05_v3	998753	1002124	0.3044061434958893	0.295856602093724	2113.0
PF3D7_0524100	.	Pf3D7_05_v3	1004237	1008108	0.4253120615056453	0.4653312026024508	12178.0
PF3D7_0524200	.	Pf3D7_05_v3	1008636	1009404	0.2987030000394849	0.3479762956942889	528.0
PF3D7_0524300	.	Pf3D7_05_v3	1010951	1012171	0.37713365391876974	0.4249289239244022	2843.0
PF3D7_0524400	RBG1	Pf3D7_05_v3	1013453	1014550	0.18860001639091475	0.18457609278709075	1282.0
PF3D7_0524500	.	Pf3D7_05_v3	1016198	1016569	0.15836738855448085	0.229461425597856	1240.0
PF3D7_0524600	.	Pf3D7_05_v3	1017809	1018582	0.2575632834122605	0.3400049682825116	2826.0
PF3D7_0524700	TOM22	Pf3D7_05_v3	1019585	1019902	0.1016290552352217	0.12481037641031978	1003.0
PF3D7_0524800	UFD1	Pf3D7_05_v3	1021408	1024307	0.4061529143940046	0.586409954562646	17438.0
PF3D7_0524900	.	Pf3D7_05_v3	1027396	1030362	0.3441933825505216	0.4065021659887284	3089.0
PF3D7_0525000	.	Pf3D7_05_v3	1036229	1038343	0.502718145509025	0.5202449657192381	3402.0
PF3D7_0525100	ACS10	Pf3D7_05_v3	1041745	1043766	0.7494061806187252	0.8278267390066433	79596.0
PF3D7_0525200	SMC6	Pf3D7_05_v3	1045462	1051253	0.35358192107706776	0.46109901388322	1696.0
PF3D7_0525300	.	Pf3D7_05_v3	1052468	1053913	0.27546872138865475	0.324873132167682	1215.0
PF3D7_0525400	.	Pf3D7_05_v3	1057651	1059054	0.2470619521876246	0.26119352614358404	864.0
PF3D7_0525500	.	Pf3D7_05_v3	1059918	1065509	0.60720323417673	0.5322954899019725	16152.0
PF3D7_0525600	.	Pf3D7_05_v3	1066526	1067712	0.23963134998297755	0.3574731455727521	1017.0
PF3D7_0525700	.	Pf3D7_05_v3	1068516	1069285	0.16952472528315546	0.215981625615736	804.0
PF3D7_0525800	IMC1g	Pf3D7_05_v3	1071247	1072149	0.4536957511793678	0.4280450175261188	5738.0
PF3D7_0525900	NEK2	Pf3D7_05_v3	1073646	1075644	0.300510711927908	0.3400049682825116	269.0
PF3D7_0526000	.	Pf3D7_05_v3	1075913	1078333	0.35477307039708805	0.3607706627446901	1446.0
PF3D7_0526100	.	Pf3D7_05_v3	1079779	1081008	0.3592073480691842	0.517875385614008	14270.0
PF3D7_0526200	ARF-GAP	Pf3D7_05_v3	1081558	1083816	0.3226733840068597	0.4064619300813149	550.0
PF3D7_0526300	.	Pf3D7_05_v3	1085623	1086594	0.2470950069983455	0.21356715946499905	1807.0
PF3D7_0526400	.	Pf3D7_05_v3	1088423	1089508	0.3840525986614953	0.2290046890491043	1422.0
PF3D7_0526500	.	Pf3D7_05_v3	1090930	1095084	0.364663033040344	0.4350222847457357	6119.0
PF3D7_0526600	.	Pf3D7_05_v3	1101203	1114777	0.526979102665072	0.6983046363445367	57437.0
PF3D7_0526700	.	Pf3D7_05_v3	1117261	1119651	0.3307747743617789	0.4137495749010571	1053.0
PF3D7_0526800	.	Pf3D7_05_v3	1120704	1121810	0.3944375783822295	0.5120921483840233	5927.0
PF3D7_0526900	.	Pf3D7_05_v3	1123610	1124595	0.3972998083656187	0.4031152514586837	1800.0
PF3D7_0527000	MCM3	Pf3D7_05_v3	1125099	1128146	0.3353049604720072	0.23859738747768755	504.0
PF3D7_0527100	UBC13	Pf3D7_05_v3	1129959	1130754	0.09163720085682248	0.07694080603470721	1813.0
PF3D7_0527200	USP14	Pf3D7_05_v3	1132937	1134854	0.3212840077654302	0.3827911159013389	1122.0
PF3D7_0527300	METAP1a	Pf3D7_05_v3	1135976	1137870	0.401967162087456	0.5971021849177589	19970.0
PF3D7_0527400	.	Pf3D7_05_v3	1140627	1141154	0.3621104239986882	0.3352433123877887	2757.0
PF3D7_0527500	HIP	Pf3D7_05_v3	1143618	1145359	0.2673313476872883	0.2512373367328823	498.0
PF3D7_0527600	.	Pf3D7_05_v3	1145857	1148810	0.3807568506138416	0.3829697468935137	7987.0
PF3D7_0527700	.	Pf3D7_05_v3	1150234	1150306			
PF3D7_0527800	.	Pf3D7_05_v3	1151227	1151309			
PF3D7_0527900	DDX41	Pf3D7_05_v3	1153676	1155673	0.2377043919347862	0.3397298416343988	2167.0
PF3D7_0528000	UMP1	Pf3D7_05_v3	1156205	1156579	0.1410983970349292	0.2569684566731576	532.0
PF3D7_0528100	.	Pf3D7_05_v3	1157840	1161553	0.6729655327757158	0.6089525571961003	43063.0
PF3D7_0528200	EIF3E	Pf3D7_05_v3	1163408	1165072	0.27928341551588154	0.3975370363170275	1448.0
PF3D7_0528300	.	Pf3D7_05_v3	1166520	1168010	0.3058747893107181	0.4062610598663028	4967.0
PF3D7_0528400	DHHC7	Pf3D7_05_v3	1171659	1173890	0.27779299582554595	0.3775575440183241	3649.0
PF3D7_0528500	CPalpha	Pf3D7_05_v3	1174907	1177067	0.2671461695571617	0.3400049682825116	1017.0
PF3D7_0528600	.	Pf3D7_05_v3	1176969	1177286	0.2763897386314882	0.3397298416343988	98.0
PF3D7_0528700	CYP23	Pf3D7_05_v3	1178276	1178890	0.2514074521906917	0.220718205442098	990.0
PF3D7_0528800	.	Pf3D7_05_v3	1180425	1182038	0.485406417526732	0.4284700188552446	17127.0
PF3D7_0528900	.	Pf3D7_05_v3	1183916	1185639	0.20548968771431708	0.3018668315096741	1148.0
PF3D7_0529000	.	Pf3D7_05_v3	1186787	1188946	0.6271090218172957	0.4110165860373843	4027.0
PF3D7_0529100	ATrx2	Pf3D7_05_v3	1191000	1191682	0.2767067520347747	0.2381500620639375	1291.0
PF3D7_0529200	.	Pf3D7_05_v3	1192973	1195332	0.3653960955095569	0.416948363040104	3833.0
PF3D7_0529300	TIC22	Pf3D7_05_v3	1196315	1197389	0.2485488217989097	0.2919545578171624	983.0
PF3D7_0529400	.	Pf3D7_05_v3	1199165	1205187	0.5104762146786385	0.4649060283202264	8346.0
PF3D7_0529500	.	Pf3D7_05_v3	1206473	1207679	0.17945863578540122	0.215981625615736	1286.0
PF3D7_0529600	.	Pf3D7_05_v3	1208390	1208462			
PF3D7_0529700	.	Pf3D7_05_v3	1209006	1212102	0.3215941591471125	0.39924254152760064	1431.0
PF3D7_0529800	.	Pf3D7_05_v3	1213533	1219376	0.4574571317579323	0.5917876450654707	51980.0
PF3D7_0529900	.	Pf3D7_05_v3	1220777	1221992	0.22406542439046015	0.29518289530469943	1401.0
PF3D7_0530000	.	Pf3D7_05_v3	1224598	1224891	0.25563719858779377	0.3870691059920791	1992.0
PF3D7_0530100	SYN6	Pf3D7_05_v3	1226883	1227757	0.2250601914175172	0.4064619300813149	7507.0
PF3D7_0530200	PPT	Pf3D7_05_v3	1229077	1230651	0.2285543600134561	0.2452414523290838	1320.0
PF3D7_0530300	.	Pf3D7_05_v3	1233401	1238086	0.3688798633482976	0.3805919230666168	547.0
PF3D7_0530400	.	Pf3D7_05_v3	1238633	1243987	0.3850244252758592	0.506562115849307	19257.0
PF3D7_0530500	.	Pf3D7_05_v3	1244751	1248359	0.3586535355659509	0.4029997054638478	764.0
PF3D7_0530600	.	Pf3D7_05_v3	1248368	1249961	0.3789143698431237	0.32763351915883354	9.0
PF3D7_0530700	.	Pf3D7_05_v3	1250737	1254190	0.34285363442843186	0.4687291976749204	6750.0
PF3D7_0530750	DPM3	Pf3D7_05_v3	1254282	1254796	0.25782668015767296	0.25519184399835704	92.0
PF3D7_0530800	.	Pf3D7_05_v3	1255221	1257254	0.3679134571659676	0.2983472588757142	469.0
PF3D7_0530900	.	Pf3D7_05_v3	1257723	1265750	0.3882784868112875	0.459896543821698	3533.0
PF3D7_0531000	.	Pf3D7_05_v3	1267410	1269539	0.3073797592629165	0.4369571837433084	849.0
PF3D7_0531100	.	Pf3D7_05_v3	1270388	1278484	0.4120629905303754	0.5285773664112373	4107.0
PF3D7_0531200	.	Pf3D7_05_v3	1279958	1280599	0.2811217321025193	0.3121957757445655	1474.0
PF3D7_0531300	.	Pf3D7_05_v3	1281289	1282254	0.4120629905303754	0.2823188087430142	337.0
PF3D7_0531400	.	Pf3D7_05_v3	1282591	1286106	0.32907336035694823	0.5601584924823929	63215.0
PF3D7_0531500	.	Pf3D7_05_v3	1288559	1289308			
PF3D7_0531600	.	Pf3D7_05_v3	1289601	1291692			
PF3D7_0531700	.	Pf3D7_05_v3	1291693	1292051			
PF3D7_0531800	.	Pf3D7_05_v3	1292052	1292210			
PF3D7_0531900	.	Pf3D7_05_v3	1292211	1292409			
PF3D7_0532000	.	Pf3D7_05_v3	1292410	1296199			
PF3D7_0532100	ETRAMP5	Pf3D7_05_v3	1301224	1301769	0.3977535896504488	0.4310696024779613	6509.0
PF3D7_0532200	.	Pf3D7_05_v3	1303662	1304526	0.30006842975039794	0.4276750229123839	1893.0
PF3D7_0532300	.	Pf3D7_05_v3	1308278	1309940	0.4920499457493932	0.4665341121805232	22172.0
PF3D7_0532400	LyMP	Pf3D7_05_v3	1312471	1314154	0.28122626112455	0.3358453917354334	2531.0
PF3D7_0532500	.	Pf3D7_05_v3	1316342	1316846	0.33861260922744085	0.3288939401985161	1685.0
PF3D7_0532600	.	Pf3D7_05_v3	1318531	1319229	0.37512540303576347	0.4310696024779613	8591.0
PF3D7_0532900	RIF	Pf3D7_05_v3	1326245	1327429			
PF3D7_0600200	VAR	Pf3D7_06_v3	3503	12835			
PF3D7_0600300	RIF	Pf3D7_06_v3	15065	16410			
PF3D7_0600400	VAR	Pf3D7_06_v3	18586	22721			
PF3D7_0600500	RIF	Pf3D7_06_v3	26557	27830			
PF3D7_0600600	VAR	Pf3D7_06_v3	29618	31484			
PF3D7_0600700	RIF	Pf3D7_06_v3	31965	33244			
PF3D7_0601000	EPF4	Pf3D7_06_v3	42097	43218			
PF3D7_0601100	EPF3	Pf3D7_06_v3	44450	45216			
PF3D7_0601200	MC-2TM	Pf3D7_06_v3	47463	48261			
PF3D7_0601300	EPF1	Pf3D7_06_v3	48874	49722			
PF3D7_0601500	.	Pf3D7_06_v3	65788	67277			
PF3D7_0601600	.	Pf3D7_06_v3	68833	69693			
PF3D7_0601800	.	Pf3D7_06_v3	74263	74413			
PF3D7_0601900	.	Pf3D7_06_v3	78190	78784	0.3272862676371957	0.2807910313140619	3825.0
PF3D7_0602000	.	Pf3D7_06_v3	82609	86922	0.38558274560349226	0.5027595646839087	20115.0
PF3D7_0602100	.	Pf3D7_06_v3	92506	96668	0.2985468197090643	0.4249289239244022	3113.0
PF3D7_0602200	.	Pf3D7_06_v3	97890	98951	0.20645482324073686	0.3639788066748012	830.0
PF3D7_0602300	PALM	Pf3D7_06_v3	99781	100725	0.2741255071199251	0.4251839174067165	6312.0
PF3D7_0602400	EF-G	Pf3D7_06_v3	101385	104561	0.35009476854722343	0.3036877312079588	660.0
PF3D7_0602500	.	Pf3D7_06_v3	105503	106642	0.36802021797962936	0.3323628872728273	395.0
PF3D7_0602600	.	Pf3D7_06_v3	107037	111664	0.4795805129322943	0.5708674487928656	95191.0
PF3D7_0602700	.	Pf3D7_06_v3	113824	115224	0.2767828574525565	0.3084572082328646	860.0
PF3D7_0602800	JmjC2	Pf3D7_06_v3	116084	118024	0.3672005738372218	0.4236161708462187	4420.0
PF3D7_0602900	.	Pf3D7_06_v3	118638	120203	0.4780920653134178	0.30195157877002743	614.0
PF3D7_0603000	.	Pf3D7_06_v3	122634	124412	0.3780710758323579	0.392497784421871	4209.0
PF3D7_0603100	.	Pf3D7_06_v3	125458	126816	0.2285543600134561	0.3765075782870191	1046.0
PF3D7_0603200	.	Pf3D7_06_v3	128621	130036	0.3364444925579617	0.43013902201584897	11382.0
PF3D7_0603300	DHODH	Pf3D7_06_v3	130329	132038	0.1937335785778913	0.3101922601364823	293.0
PF3D7_0603400	TEX1	Pf3D7_06_v3	133150	136461	0.4196041619334271	0.4094966356848041	3114.0
PF3D7_0603500	CAX	Pf3D7_06_v3	139193	140518	0.13282240509257906	0.1849442959514922	900.0
PF3D7_0603600	.	Pf3D7_06_v3	141418	148943	0.4409524081031745	0.5475094441297645	29754.0
PF3D7_0603700	mFRS	Pf3D7_06_v3	151055	152386	0.2881368799370444	0.265193940103196	155.0
PF3D7_0603800	CEP76	Pf3D7_06_v3	152541	160455	0.4642006565337457	0.506562115849307	3598.0
PF3D7_0603900	.	Pf3D7_06_v3	161254	162381	0.30320828954372625	0.3649200723827073	799.0
PF3D7_0604000	.	Pf3D7_06_v3	163828	169860	0.4238758434199247	0.506562115849307	3373.0
PF3D7_0604100	SIP2	Pf3D7_06_v3	171301	177240	0.5642661322861372	0.3958678623428351	1441.0
PF3D7_0604200	.	Pf3D7_06_v3	180936	181481	0.0633342597573161	0.0013064475879762671	735.0
PF3D7_0604300	.	Pf3D7_06_v3	182216	184537	0.3785442523477912	0.4866610923853322	4475.0
PF3D7_0604400	.	Pf3D7_06_v3	184892	185843	0.3582642881993763	0.3229791141215227	355.0
PF3D7_0604500	.	Pf3D7_06_v3	189012	198078	0.40254743715318697	0.5230438142399867	8777.0
PF3D7_0604600	.	Pf3D7_06_v3	198862	204355	0.3326297470609466	0.4784835012819799	784.0
PF3D7_0604700	GILP	Pf3D7_06_v3	204640	206207	0.28977208421942857	0.3665708128754802	285.0
PF3D7_0604800	.	Pf3D7_06_v3	206855	211159	0.35725374696013124	0.5935194156142976	14187.0
PF3D7_0604900	.	Pf3D7_06_v3	212415	213032	0.26862460132758725	0.26849141927792164	1256.0
PF3D7_0605000	.	Pf3D7_06_v3	213558	214142	0.22622494458504816	0.17774450259628005	526.0
PF3D7_0605100	.	Pf3D7_06_v3	217240	219507	0.23615747201181925	0.3381326947935676	5106.0
PF3D7_0605200	.	Pf3D7_06_v3	220407	221813	0.13282240509257906	0.215981625615736	900.0
PF3D7_0605300	ARK1	Pf3D7_06_v3	222739	224287	0.0773843188184491	0.08995124852714975	326.0
PF3D7_0605400	.	Pf3D7_06_v3	224613	225095	0.3224579382040752	0.4630621920034033	251.0
PF3D7_0605500	.	Pf3D7_06_v3	225346	227446	0.3905985731498317	0.6222854938831374	986502.0
PF3D7_0605600	.	Pf3D7_06_v3	228132	234835	0.5204283954411858	0.4892790073828149	686.0
PF3D7_0605700	.	Pf3D7_06_v3	236397	237251	0.5215009185698793	0.506706557232079	560.0
PF3D7_0605800	RAD50	Pf3D7_06_v3	237811	244521	0.4195431370016503	0.5102555152135919	10365.0
