Sample	Study	Site	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
PR0155-C	1052-PF-TRAC-WHITE	Ramu	Bangladesh	21.43199	92.101	2012	ERR404241	PR0155-C	SAS	79.18	True	Analysis_set	False
PH0678-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR216649	PH0678-C	ESEA	90.21	True	Analysis_set	False
PT0095-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR072006	PT0095-C	EAF	89.62	True	Analysis_set	False
PV0324-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR221521	PV0324-C	ESEA	90.04	True	Analysis_set	False
PT0258-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR234527	PT0258-C,PT0258-Cx	EAF	90.28	True	Analysis_set	False
PH0924-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR235929	PH0924-C,PH0924-Cx	ESEA	89.05	True	Analysis_set	False
PH0470-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039866	PH0470-C	ESEA	89.83	True	Analysis_set	False
PV0318-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR216546	PV0318-C	ESEA	90.13	True	Analysis_set	False
QG0211-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426020	QG0211-C	CAF	87.52	True	Analysis_set	False
QC0182-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246544	QC0182-C,QC0182-Cx	WSEA	90.24	True	Analysis_set	False
PT0181-C	1022-PF-MW-OCHOLLA	Zomba	Malawi	-15.3891	35.3292	2011	ERR216488	PT0181-C	EAF	90.16	True	Analysis_set	False
QG0281-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426117	QG0281-C	CAF	85.52	True	Analysis_set	False
PD0590-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2012	ERR337571	PD0590-C	WSEA	90.35	True	Analysis_set	False
PH0362-C	1044-PF-KH-FAIRHURST	Ratanakiri	Cambodia	13.86208	107.09701499999998	2010	ERR039212	PH0362-C	ESEA	89.84	True	Analysis_set	False
QC0187-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246538	QC0187-C,QC0187-Cx	WSEA	90.11	True	Analysis_set	False
PH0723-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR171596	PH0723-C	ESEA	89.42	True	Analysis_set	False
PH0161-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR023034	PH0161-C	ESEA	90.19	True	Analysis_set	False
PF0423-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR039938	PF0423-C	WAF	90.0	True	Analysis_set	False
PA0169-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR063549	PA0169-C	WAF	90.27	True	Analysis_set	False
PH0240-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR042211	PH0240-C	ESEA	89.73	True	Analysis_set	False
PH0624-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123877	PH0624-C	ESEA	87.07	True	Analysis_set	False
PA0017-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR020112	PA0017-C	WAF	89.92	True	Analysis_set	False
QC0196-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246555	QC0196-C,QC0196-Cx	WSEA	90.19	True	Analysis_set	False
QG0241-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426054	QG0241-C	CAF	81.73	True	Analysis_set	False
PH0841-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR180068	PH0841-C	ESEA	89.37	True	Analysis_set	False
PF0655-C	1083-PF-GH-CONWAY	Kintampo	Ghana	8.0564	-1.72446	2012	ERR343103	PF0655-C	WAF	90.09	True	Analysis_set	False
PT0023-CW	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR042687	PT0023-CW	EAF	84.27	True	Analysis_set	False
PD0583-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2012	ERR248949	PD0583-C,PD0583-Cx	WSEA	89.55	True	Analysis_set	False
PD0561-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR223067	PD0561-C	WSEA	89.84	True	Analysis_set	False
PV0295-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR171569	PV0295-C	ESEA	88.09	True	Analysis_set	False
PH0508-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR067573	PH0508-C	ESEA	90.18	True	Analysis_set	False
PH0833-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR180081	PH0833-C	ESEA	90.01	True	Analysis_set	False
PT0173-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216586	PT0173-C	EAF	90.28	True	Analysis_set	False
PV0314-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR221514	PV0314-C	ESEA	90.24	True	Analysis_set	False
PV0320-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2012	ERR221517	PV0320-C	ESEA	89.97	True	Analysis_set	False
PH0762-Cx	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR388776	PH0762-Cx	ESEA	90.15	True	Analysis_set	False
PH0772-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR171624	PH0772-C	ESEA	87.54	True	Analysis_set	False
PA0065-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR018952	PA0065-C	WAF	89.32	True	Analysis_set	False
PH0279-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR042656	PH0199-C,PH0264-C,PH0279-C,PH0298-C	ESEA	89.88	True	Analysis_set	False
PT0184-C	1022-PF-MW-OCHOLLA	Zomba	Malawi	-15.3891	35.3292	2011	ERR216608	PT0184-C	EAF	90.41	True	Analysis_set	False
PD0587-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2012	ERR337555	PD0587-C	WSEA	90.19	True	Analysis_set	False
PA0256-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR059381	PA0256-C	WAF	90.51	True	Analysis_set	False
PF0452-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039925	PF0452-C	WAF	89.95	True	Analysis_set	False
PA0144-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR063550	PA0144-C	WAF	90.16	True	Analysis_set	False
PA0200-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR059396	PA0200-C	WAF	90.56	True	Analysis_set	False
PV0288-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR171570	PV0288-C	ESEA	87.91	True	Analysis_set	False
PD0503-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2011	ERR164718	PD0503-C	WSEA	90.3	True	Analysis_set	False
PH0524-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR063629	PH0524-C	ESEA	90.36	True	Analysis_set	False
PH0901-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2012	ERR216621	PH0901-C	ESEA	86.52	True	Analysis_set	False
PT0197-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR237408	PT0197-C,PT0197-Cx	EAF	90.26	True	Analysis_set	False
PA0201-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR063531	PA0201-C	WAF	90.14	True	Analysis_set	False
PF0286-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045610	PF0286-C	WAF	89.84	True	Analysis_set	False
PF0816-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450093	PF0816-C	WAF	89.88	True	Analysis_set	False
PH0865-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR216646	PH0865-C	ESEA	89.26	True	Analysis_set	False
PT0168-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216583	PT0168-C	EAF	90.05	True	Analysis_set	False
PD0562-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR223068	PD0562-C	WSEA	77.76	True	Analysis_set	False
PF0310-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045599	PF0310-C	WAF	85.11	True	Analysis_set	False
PH0631-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123883	PH0631-C	ESEA	89.9	True	Analysis_set	False
PV0282-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR180063	PV0282-C	ESEA	85.02	True	Analysis_set	False
PH0245-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR042216	PH0245-C	ESEA	89.66	True	Analysis_set	False
PH0337-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039188	PH0337-C	ESEA	89.9	True	Analysis_set	False
PH0307-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039927	PH0307-C	ESEA	89.75	True	Analysis_set	False
QC0221-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR246584	QC0221-C,QC0221-Cx	WSEA	88.77	True	Analysis_set	False
PH0619-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123873	PH0619-C	ESEA	88.17	True	Analysis_set	False
PH0822-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR175498	PH0822-C	ESEA	88.64	True	Analysis_set	False
PT0118-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216490	PT0118-C	EAF	90.47	True	Analysis_set	False
PM0023-C	1001-PF-ML-DJIMDE	Faladje	Mali	13.1333	-8.3333	2007	ERR012286,ERR012367,ERR012299	PM0023-C	WAF	73.68	True	Analysis_set	False
PH0343-C	1044-PF-KH-FAIRHURST	Ratanakiri	Cambodia	13.86208	107.09701499999998	2010	ERR039194	PH0343-C	ESEA	89.83	True	Analysis_set	False
PF0515-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR114362	PF0515-C	WAF	90.46	True	Analysis_set	False
PH0739-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR171606	PH0739-C	ESEA	89.18	True	Analysis_set	False
PH0353-C	1044-PF-KH-FAIRHURST	Ratanakiri	Cambodia	13.86208	107.09701499999998	2010	ERR039203	PH0353-C	ESEA	89.74	True	Analysis_set	False
QG0262-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR404244	QG0262-C	CAF	89.38	True	Analysis_set	False
PA0071-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR018951	PA0071-C	WAF	85.96	True	Analysis_set	False
PR0153-C	1052-PF-TRAC-WHITE	Ramu	Bangladesh	21.43199	92.101	2012	ERR404213	PR0153-C	SAS	79.26	True	Analysis_set	False
PF0685-C	1083-PF-GH-CONWAY	Navrongo	Ghana	10.885568	-1.086617	2012	ERR376203	PF0685-C	WAF	88.96	True	Analysis_set	False
PF0314-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211540	PF0314-C	WAF	78.87	True	Analysis_set	False
PH0696-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR175481	PH0696-C	ESEA	81.5	True	Analysis_set	False
PH0904-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2012	ERR216624	PH0904-C	ESEA	83.55	True	Analysis_set	False
PD0543-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR221508	PD0543-C	WSEA	90.08	True	Analysis_set	False
PT0224-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR237434	PT0224-C,PT0224-Cx	EAF	90.09	True	Analysis_set	False
PT0063-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR114399	PT0063-C	EAF	89.87	True	Analysis_set	False
PD0540-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR221506	PD0540-C	WSEA	90.21	True	Analysis_set	False
PH0499-CW	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR063589	PH0499-C,PH0499-CW	ESEA	90.1	True	Analysis_set	False
PF0122-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR022530	PF0122-C	WAF	86.63	True	Analysis_set	False
PV0345-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR426013	PV0345-C	ESEA	88.42	True	Analysis_set	False
PH0636-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123887	PH0636-C	ESEA	90.02	True	Analysis_set	False
PH0860-Cx	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2012	ERR388741	PH0860-Cx	ESEA	75.02	True	Analysis_set	False
PH0932-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR234509	PH0932-C,PH0932-Cx	ESEA	89.14	True	Analysis_set	False
PF0596-C	1083-PF-GH-CONWAY	Kintampo	Ghana	8.0564	-1.72446	2012	ERR343116	PF0596-C	WAF	90.35	True	Analysis_set	False
PT0165-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR216605	PT0165-C	EAF	90.45	True	Analysis_set	False
PV0308-Cx	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR404179	PV0308-Cx	ESEA	87.39	True	Analysis_set	False
PV0273-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR171574	PV0273-C	ESEA	89.96	True	Analysis_set	False
PH0773-Cx	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR404183	PH0773-Cx	ESEA	86.85	True	Analysis_set	False
PH0634-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123885	PH0634-C	ESEA	89.76	True	Analysis_set	False
QJ0001-C	1052-PF-TRAC-WHITE	Ilorin	Nigeria	8.488374	4.552897	2011	ERR246574	QJ0001-C,QJ0001-Cx	WAF	89.74	True	Analysis_set	False
QE0433-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216636	QE0433-C	ESEA	88.68	True	Analysis_set	False
PD0514-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2011	ERR221491	PD0514-C	WSEA	88.51	True	Analysis_set	False
QG0184-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426056	QG0184-C	CAF	71.79	True	Analysis_set	False
PD0668-C	1052-PF-TRAC-WHITE	Sisakhet	Thailand	14.774883	104.46579	2013	ERR426140	PD0668-C	ESEA	79.39	True	Analysis_set	False
QE0401-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216494	QE0401-C	ESEA	90.32	True	Analysis_set	False
PH0626-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123879	PH0626-C	ESEA	90.44	True	Analysis_set	False
PF0370-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039981	PF0370-C	WAF	87.84	True	Analysis_set	False
PM0003-C	1001-PF-ML-DJIMDE	Kolle	Mali	12.5546	-7.99805	2007	ERR012492,ERR012457,ERR012532	PM0003-C	WAF	76.68	True	Analysis_set	False
PF0157-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211498	PF0157-C	WAF	85.21	True	Analysis_set	False
PF0400-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR042701	PF0400-C	WAF	87.3	True	Analysis_set	False
PH0933-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234510	PH0933-C,PH0933-Cx	ESEA	90.13	True	Analysis_set	False
PH0848-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR180090	PH0848-C	ESEA	87.47	True	Analysis_set	False
PA0176-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR063540	PA0176-C	WAF	89.97	True	Analysis_set	False
PM0047-C	1001-PF-ML-DJIMDE	Kolle	Mali	12.5546	-7.99805	2007	ERR019935,ERR019934	PM0047-C	WAF	84.46	True	Analysis_set	False
PH0709-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR171651	PH0709-C	ESEA	88.78	True	Analysis_set	False
PH0325-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039179	PH0325-C	ESEA	89.32	True	Analysis_set	False
PT0222-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR237432	PT0222-C,PT0222-Cx	EAF	90.33	True	Analysis_set	False
PF0246-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045594	PF0246-C	WAF	90.11	True	Analysis_set	False
PM0129-C	1001-PF-ML-DJIMDE	Faladje	Mali	13.1333	-8.3333	2007	ERR490335	PM0129-C	WAF	81.84	True	Analysis_set	False
PD0477-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2011	ERR164711	PD0477-C	WSEA	90.21	True	Analysis_set	False
PF0279-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045608	PF0279-C	WAF	90.05	True	Analysis_set	False
PH0497-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2009	ERR211554	PH0497-C,PH0497-CW	ESEA	90.36	True	Analysis_set	False
PH0520-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR067574	PH0520-C	ESEA	90.1	True	Analysis_set	False
PH0715-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR205968	PH0715-C	ESEA	87.84	True	Analysis_set	False
PF0584-C	1083-PF-GH-CONWAY	Kintampo	Ghana	8.0564	-1.72446	2012	ERR234555	PF0584-C,PF0584-Cx	WAF	90.16	True	Analysis_set	False
PA0149-C	1026-PF-GN-CONWAY	Nzerekore	Guinea	7.753857000000001	-8.818703	2011	ERR055497	PA0149-C	WAF	86.98	True	Analysis_set	False
PH0858-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR175511	PH0858-C	ESEA	88.87	True	Analysis_set	False
PF0666-C	1083-PF-GH-CONWAY	Kintampo	Ghana	8.0564	-1.72446	2013	ERR340465	PF0666-C	WAF	90.31	True	Analysis_set	False
PF0159-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211500	PF0159-C	WAF	81.34	True	Analysis_set	False
PF0798-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450048	PF0798-C	WAF	90.02	True	Analysis_set	False
PM0124-C	1001-PF-ML-DJIMDE	Faladje	Mali	13.1333	-8.3333	2007	ERR015371	PM0124-C	WAF	87.18	True	Analysis_set	False
PH0844-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2011	ERR180054	PH0844-C	ESEA	88.23	True	Analysis_set	False
PF0328-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211547	PF0328-C	WAF	90.07	True	Analysis_set	False
PF0409-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR039971	PF0409-C	WAF	90.1	True	Analysis_set	False
PD0580-C	1052-PF-TRAC-WHITE	Sisakhet	Thailand	14.774883	104.46579	2012	ERR248946	PD0580-C,PD0580-Cx	ESEA	90.43	True	Analysis_set	False
PV0259-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR180082	PV0259-C	ESEA	89.66	True	Analysis_set	False
PH0623-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2011	ERR123876	PH0623-C	ESEA	90.0	True	Analysis_set	False
PA0040-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR018934	PA0040-C	WAF	88.29	True	Analysis_set	False
PR0163-C	1052-PF-TRAC-WHITE	Ramu	Bangladesh	21.43199	92.101	2012	ERR404203	PR0163-C	SAS	88.86	True	Analysis_set	False
PH1002-C	1052-PF-TRAC-WHITE	Pailin	Cambodia	12.899497	102.629356	2012	ERR246562	PH1002-C	ESEA	89.92	True	Analysis_set	False
PH0939-C	1052-PF-TRAC-WHITE	Ratanakiri	Cambodia	13.86208	107.09701499999998	2012	ERR234515	PH0939-C,PH0939-Cx	ESEA	87.27	True	Analysis_set	False
PF0818-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450068	PF0818-C	WAF	87.96	True	Analysis_set	False
PH0754-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR171653	PH0754-C	ESEA	85.18	True	Analysis_set	False
PT0059-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR108413	PT0059-C	EAF	90.39	True	Analysis_set	False
PA0069-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR019544	PA0069-C	WAF	89.65	True	Analysis_set	False
PV0274-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR180071	PV0274-C	ESEA	89.88	True	Analysis_set	False
PH0047-Cx	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2009	ERR039880	PH0047-Cx	ESEA	89.64	True	Analysis_set	False
PF0079-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR211488	PF0079-C	WAF	76.13	True	Analysis_set	False
PF0780-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450078	PF0780-C	WAF	86.74	True	Analysis_set	False
PT0255-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR248956	PT0255-C,PT0255-Cx	EAF	90.22	True	Analysis_set	False
PF0431-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR042713	PF0431-C	WAF	87.83	True	Analysis_set	False
PV0251-C	1052-PF-TRAC-WHITE	Binh Phuoc	Viet Nam	11.7184	106.832469	2011	ERR175509	PV0251-C	ESEA	84.32	True	Analysis_set	False
QC0231-C	1052-PF-TRAC-WHITE	Bago	Myanmar	18.312811	96.170654	2012	ERR426047	QC0231-C	WSEA	75.74	True	Analysis_set	False
PH0213-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR033034	PH0213-C	ESEA	81.49	True	Analysis_set	False
PF0786-C	1094-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2013	ERR450087	PF0786-C	WAF	89.12	True	Analysis_set	False
PF0058-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2009	ERR018945	PF0058-C	WAF	89.8	True	Analysis_set	False
PH0480-C	1044-PF-KH-FAIRHURST	Pursat	Cambodia	12.372197	103.633575	2010	ERR039874	PH0480-C	ESEA	89.57	True	Analysis_set	False
PD0579-C	1052-PF-TRAC-WHITE	Sisakhet	Thailand	14.774883	104.46579	2012	ERR248945	PD0579-C,PD0579-Cx	ESEA	90.4	True	Analysis_set	False
PH0866-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2012	ERR216535	PH0866-C	ESEA	90.19	True	Analysis_set	False
PD0529-C	1052-PF-TRAC-WHITE	Mae Sot	Thailand	16.771015	98.704491	2012	ERR221500	PD0529-C	WSEA	90.26	True	Analysis_set	False
QE0457-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2012	ERR216574	QE0457-C	ESEA	90.38	True	Analysis_set	False
PH0757-C	1052-PF-TRAC-WHITE	Preah Vihear	Cambodia	14.019356	104.842071	2011	ERR171614	PH0757-C	ESEA	80.78	True	Analysis_set	False
QE0423-C	1052-PF-TRAC-WHITE	Attapeu	Laos	14.819445000000002	106.820705	2011	ERR216631	QE0423-C	ESEA	88.02	True	Analysis_set	False
PT0007-CW	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR045661	PT0007-CW	EAF	88.96	True	Analysis_set	False
QG0292-C	1052-PF-TRAC-WHITE	Kinshasa	Congo DR	-4.36939	15.320977	2013	ERR426009	QG0292-C	CAF	67.41	True	Analysis_set	False
PH0355-C	1044-PF-KH-FAIRHURST	Ratanakiri	Cambodia	13.86208	107.09701499999998	2010	ERR039205	PH0355-C	ESEA	89.75	True	Analysis_set	False
PT0042-C	1022-PF-MW-OCHOLLA	Chikwawa	Malawi	-16.193575	34.7715	2011	ERR054075	PT0042-C	EAF	89.58	True	Analysis_set	False
PA0011-C	1006-PF-GM-CONWAY	Brikama	Gambia	13.27479	-16.64092	2008	ERR015410	PA0011-C	WAF	89.55	True	Analysis_set	False
PD0589-C	1052-PF-TRAC-WHITE	Ranong	Thailand	9.998606	98.700714	2012	ERR337557	PD0589-C	WSEA	90.29	True	Analysis_set	False
PM0098-C	1001-PF-ML-DJIMDE	Kolle	Mali	12.5546	-7.99805	2007	ERR223048	PM0098-C	WAF	90.63	True	Analysis_set	False
PH0579-C	1052-PF-TRAC-WHITE	Pursat	Cambodia	12.372197	103.633575	2011	ERR123837	PH0579-C	ESEA	52.5	True	Analysis_set	False
