Sample	Study	Site	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
PD1230-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689325	PD1230-C	WSEA	90.15	True	Analysis_set	False
PD1231-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689295	PD1231-C	WSEA	89.45	True	Analysis_set	False
PD1232-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689317	PD1232-C	WSEA	89.82	True	Analysis_set	False
PD1233-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689271	PD1233-C	WSEA	87.39	True	Analysis_set	False
PD1234-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689318	PD1234-C	WSEA	90.05	True	Analysis_set	False
PD1236-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689311	PD1236-C	WSEA	89.29	True	Analysis_set	False
PD1237-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689312	PD1237-C	WSEA	89.25	True	Analysis_set	False
PD1239-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689322	PD1239-C	WSEA	90.17	True	Analysis_set	False
PD1240-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689303	PD1240-C	WSEA	89.11	True	Analysis_set	False
PD1241-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689315	PD1241-C	WSEA	89.16	True	Analysis_set	False
PD1243-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689306	PD1243-C	WSEA	89.26	True	Analysis_set	False
PD1244-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689245	PD1244-C	WSEA	90.3	True	Analysis_set	False
PD1246-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689296	PD1246-C	WSEA	89.51	True	Analysis_set	False
PD1247-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689261	PD1247-C	WSEA	89.45	True	Analysis_set	False
PD1249-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689299	PD1249-C	WSEA	89.18	True	Analysis_set	False
PD1250-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689313	PD1250-C	WSEA	89.16	True	Analysis_set	False
PD1251-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2013	ERR689301	PD1251-C	WSEA	89.6	True	Analysis_set	False
PD1252-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689255	PD1252-C	WSEA	77.94	True	Analysis_set	False
PD1253-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689267	PD1253-C	WSEA	79.37	True	Analysis_set	False
PD1254-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689257	PD1254-C	WSEA	76.5	True	Analysis_set	False
PD1255-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689269	PD1255-C	WSEA	79.78	True	Analysis_set	False
PD1256-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689259	PD1256-C	WSEA	84.56	True	Analysis_set	False
PD1257-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689247	PD1257-C	WSEA	80.02	True	Analysis_set	False
PD1258-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689249	PD1258-C	WSEA	80.93	True	Analysis_set	False
PD1259-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689286	PD1259-C	WSEA	79.68	True	Analysis_set	False
PD1260-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689275	PD1260-C	WSEA	77.79	True	Analysis_set	False
PD1261-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689290	PD1261-C	WSEA	77.2	True	Analysis_set	False
PD1262-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689276	PD1262-C	WSEA	81.05	True	Analysis_set	False
PD1263-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689293	PD1263-C	WSEA	76.79	True	Analysis_set	False
PD1264-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689304	PD1264-C	WSEA	88.69	True	Analysis_set	False
PD1265-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689256	PD1265-C	WSEA	75.92	True	Analysis_set	False
PD1266-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689251	PD1266-C	WSEA	87.25	True	Analysis_set	False
PD1267-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689270	PD1267-C	WSEA	77.51	True	Analysis_set	False
PD1268-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689246	PD1268-C	WSEA	48.0	False	Less_than_50pc_callable	False
PD1269-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689283	PD1269-C	WSEA	79.75	True	Analysis_set	False
PD1270-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689273	PD1270-C	WSEA	75.79	True	Analysis_set	False
PD1271-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689262	PD1271-C	WSEA	61.29	True	Analysis_set	False
PD1273-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689291	PD1273-C	WSEA	79.58	True	Analysis_set	False
PD1274-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689277	PD1274-C	WSEA	76.99	True	Analysis_set	False
PD1275-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689302	PD1275-C	WSEA	0.0	False	Less_than_50pc_callable	False
PD1276-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689279	PD1276-C	WSEA	73.65	True	Analysis_set	False
PD1277-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689268	PD1277-C	WSEA	84.62	True	Analysis_set	False
PD1278-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689280	PD1278-C	WSEA	79.79	True	Analysis_set	False
PD1279-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689281	PD1279-C	WSEA	80.58	True	Analysis_set	False
PD1280-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689329	PD1280-C	WSEA	85.73	True	Analysis_set	False
PD1281-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR676569	PD1281-C	WSEA	86.19	True	Analysis_set	False
PD1282-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR676577	PD1282-C	WSEA	84.48	True	Analysis_set	False
PD1283-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689330	PD1283-C	WSEA	86.95	True	Analysis_set	False
PD1284-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689397	PD1284-C	WSEA	87.27	True	Analysis_set	False
PD1285-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689333	PD1285-C	WSEA	83.32	True	Analysis_set	False
PD1286-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689346	PD1286-C	WSEA	86.99	True	Analysis_set	False
PD1288-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676565	PD1288-C	WSEA	82.82	True	Analysis_set	False
PD1289-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689350	PD1289-C	WSEA	87.68	True	Analysis_set	False
PD1290-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676548	PD1290-C	WSEA	78.89	True	Analysis_set	False
PD1291-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689395	PD1291-C	WSEA	87.47	True	Analysis_set	False
PD1292-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689366	PD1292-C	WSEA	74.36	True	Analysis_set	False
PD1293-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676576	PD1293-C	WSEA	85.86	True	Analysis_set	False
PD1294-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676571	PD1294-C	WSEA	83.1	True	Analysis_set	False
PD1295-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689385	PD1295-C	WSEA	88.68	True	Analysis_set	False
PD1296-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689374	PD1296-C	WSEA	78.85	True	Analysis_set	False
PD1297-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676545	PD1297-C	WSEA	78.34	True	Analysis_set	False
PD1299-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676572	PD1299-C	WSEA	82.84	True	Analysis_set	False
PD1300-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689369	PD1300-C	WSEA	73.06	True	Analysis_set	False
PD1301-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689386	PD1301-C	WSEA	86.69	True	Analysis_set	False
PD1302-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676559	PD1302-C	WSEA	82.21	True	Analysis_set	False
PD1304-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676557	PD1304-C	WSEA	80.92	True	Analysis_set	False
PD1305-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689372	PD1305-C	WSEA	79.14	True	Analysis_set	False
PD1306-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689343	PD1306-C	WSEA	87.94	True	Analysis_set	False
PD1307-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676579	PD1307-C	WSEA	85.69	True	Analysis_set	False
PD1308-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689332	PD1308-C	WSEA	88.87	True	Analysis_set	False
PD1309-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689354	PD1309-C	WSEA	72.59	True	Analysis_set	False
PD1310-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689391	PD1310-C	WSEA	85.59	True	Analysis_set	False
PD1311-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676564	PD1311-C	WSEA	83.35	True	Analysis_set	False
PD1312-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689348	PD1312-C	WSEA	58.25	True	Analysis_set	False
PD1313-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689392	PD1313-C	WSEA	85.17	True	Analysis_set	False
PD1314-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689394	PD1314-C	WSEA	80.44	True	Analysis_set	False
PD1318-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676578	PD1318-C	WSEA	87.83	True	Analysis_set	False
PD1319-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676558	PD1319-C	WSEA	84.8	True	Analysis_set	False
PD1322-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676563	PD1322-C	WSEA	88.0	True	Analysis_set	False
PD1326-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689376	PD1326-C	WSEA	85.89	True	Analysis_set	False
PD1328-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689396	PD1328-C	WSEA	87.6	True	Analysis_set	False
PD1329-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689373	PD1329-C	WSEA	77.47	True	Analysis_set	False
PD1330-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689384	PD1330-C	WSEA	85.4	True	Analysis_set	False
PD1331-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689331	PD1331-C	WSEA	87.27	True	Analysis_set	False
PD1332-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689375	PD1332-C	WSEA	79.7	True	Analysis_set	False
PD1333-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689379	PD1333-C	WSEA	82.26	True	Analysis_set	False
PD1335-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689347	PD1335-C	WSEA	87.31	True	Analysis_set	False
PD1337-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689336	PD1337-C	WSEA	85.97	True	Analysis_set	False
PD1338-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689355	PD1338-C	WSEA	74.93	True	Analysis_set	False
PD1339-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689362	PD1339-C	WSEA	75.11	True	Analysis_set	False
PD1340-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676575	PD1340-C	WSEA	84.64	True	Analysis_set	False
PD1341-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689360	PD1341-C	WSEA	81.34	True	Analysis_set	False
PD1343-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689378	PD1343-C	WSEA	80.41	True	Analysis_set	False
PD1345-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676551	PD1345-C	WSEA	79.68	True	Analysis_set	False
PD1346-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689402	PD1346-C	WSEA	0.05	False	Less_than_50pc_callable	False
PD1347-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689334	PD1347-C	WSEA	88.94	True	Analysis_set	False
PD1348-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689349	PD1348-C	WSEA	89.19	True	Analysis_set	False
PD1350-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689356	PD1350-C	WSEA	82.85	True	Analysis_set	False
PD1353-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689342	PD1353-C	WSEA	88.42	True	Analysis_set	False
PD1354-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689367	PD1354-C	WSEA	78.0	True	Analysis_set	False
PD1355-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689344	PD1355-C	WSEA	89.04	True	Analysis_set	False
PD1356-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689345	PD1356-C	WSEA	0.0	False	Less_than_50pc_callable	False
PD1357-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676546	PD1357-C	WSEA	81.27	True	Analysis_set	False
PD1358-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689403	PD1358-C	WSEA	86.83	True	Analysis_set	False
PD1360-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689335	PD1360-C	WSEA	88.4	True	Analysis_set	False
PD1361-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689393	PD1361-C	WSEA	86.95	True	Analysis_set	False
PD1364-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689341	PD1364-C	WSEA	88.32	True	Analysis_set	False
PD1365-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676570	PD1365-C	WSEA	82.54	True	Analysis_set	False
PD1366-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689390	PD1366-C	WSEA	89.23	True	Analysis_set	False
PD1368-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689368	PD1368-C	WSEA	86.05	True	Analysis_set	False
PD1372-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689361	PD1372-C	WSEA	0.0	False	Less_than_50pc_callable	False
PD1373-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676547	PD1373-C	WSEA	75.05	True	Analysis_set	False
PD1376-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689387	PD1376-C	WSEA	87.32	True	Analysis_set	False
PD1379-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676566	PD1379-C	WSEA	87.42	True	Analysis_set	False
PD1380-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689338	PD1380-C	WSEA	86.52	True	Analysis_set	False
PD1382-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689364	PD1382-C	WSEA	81.59	True	Analysis_set	False
PD1386-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676573	PD1386-C	WSEA	86.54	True	Analysis_set	False
PD1387-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676552	PD1387-C	WSEA	86.79	True	Analysis_set	False
PD1388-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676553	PD1388-C	WSEA	86.82	True	Analysis_set	False
PD1390-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689382	PD1390-C	WSEA	82.73	True	Analysis_set	False
PD1391-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689399	PD1391-C	WSEA	88.41	True	Analysis_set	False
PD1392-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689357	PD1392-C	WSEA	84.76	True	Analysis_set	False
PD1394-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR676567	PD1394-C	WSEA	85.59	True	Analysis_set	False
PD1397-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689340	PD1397-C	WSEA	87.32	True	Analysis_set	False
PD1399-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689377	PD1399-C	WSEA	83.29	True	Analysis_set	False
PD1400-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689381	PD1400-C	WSEA	81.82	True	Analysis_set	False
PD1402-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689337	PD1402-C	WSEA	88.72	True	Analysis_set	False
PD1403-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR676549	PD1403-C	WSEA	86.1	True	Analysis_set	False
PD1404-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689353	PD1404-C	WSEA	87.96	True	Analysis_set	False
PD1405-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689370	PD1405-C	WSEA	79.54	True	Analysis_set	False
PD1406-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR676568	PD1406-C	WSEA	85.91	True	Analysis_set	False
PD1407-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689365	PD1407-C	WSEA	83.25	True	Analysis_set	False
PD1409-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689371	PD1409-C	WSEA	80.27	True	Analysis_set	False
PD1411-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689351	PD1411-C	WSEA	88.95	True	Analysis_set	False
PD1412-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689352	PD1412-C	WSEA	88.7	True	Analysis_set	False
PD1413-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689405	PD1413-C	WSEA	88.95	True	Analysis_set	False
PD1414-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689398	PD1414-C	WSEA	88.66	True	Analysis_set	False
PD1415-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689400	PD1415-C	WSEA	88.69	True	Analysis_set	False
PD1417-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR676580	PD1417-C	WSEA	7.14	False	Less_than_50pc_callable	False
PD1418-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689339	PD1418-C	WSEA	87.55	True	Analysis_set	False
PD1419-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689359	PD1419-C	WSEA	85.38	True	Analysis_set	False
PD1420-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR676562	PD1420-C	WSEA	72.82	True	Analysis_set	False
PD1421-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689389	PD1421-C	WSEA	88.86	True	Analysis_set	False
PD1422-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689404	PD1422-C	WSEA	89.3	True	Analysis_set	False
PD1426-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689363	PD1426-C	WSEA	85.94	True	Analysis_set	False
PD1427-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689406	PD1427-C	WSEA	88.92	True	Analysis_set	False
PD1428-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2004	ERR689388	PD1428-C	WSEA	87.18	True	Analysis_set	False
PD1430-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2005	ERR689407	PD1430-C	WSEA	89.13	True	Analysis_set	False
PD1434-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2001	ERR689380	PD1434-C	WSEA	83.93	True	Analysis_set	False
PD1436-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676554	PD1436-C	WSEA	87.07	True	Analysis_set	False
PD1437-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676560	PD1437-C	WSEA	86.02	True	Analysis_set	False
PD1438-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676561	PD1438-C	WSEA	45.37	False	Less_than_50pc_callable	False
PD1440-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676550	PD1440-C	WSEA	85.83	True	Analysis_set	False
PD1443-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676574	PD1443-C	WSEA	88.8	True	Analysis_set	False
PD1451-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689401	PD1451-C	WSEA	84.15	True	Analysis_set	False
PD1457-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR689383	PD1457-C	WSEA	81.91	True	Analysis_set	False
PD1462-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676555	PD1462-C	WSEA	80.23	True	Analysis_set	False
PD1464-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2002	ERR676556	PD1464-C	WSEA	85.13	True	Analysis_set	False
PD1465-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689358	PD1465-C	WSEA	80.25	True	Analysis_set	False
PD1466-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689423	PD1466-C	WSEA	79.41	True	Analysis_set	False
PD1470-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689419	PD1470-C	WSEA	79.45	True	Analysis_set	False
PD1472-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689411	PD1472-C	WSEA	88.12	True	Analysis_set	False
PD1474-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689437	PD1474-C	WSEA	82.05	True	Analysis_set	False
PD1475-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689438	PD1475-C	WSEA	83.67	True	Analysis_set	False
PD1476-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR713930	PD1476-C	WSEA	88.35	True	Analysis_set	False
PD1478-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689408	PD1478-C	WSEA	89.52	True	Analysis_set	False
PD1479-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689417	PD1479-C	WSEA	75.99	True	Analysis_set	False
PD1480-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR713925	PD1480-C	WSEA	88.27	True	Analysis_set	False
PD1482-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689426	PD1482-C	WSEA	79.96	True	Analysis_set	False
PD1483-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689433	PD1483-C	WSEA	80.8	True	Analysis_set	False
PD1484-C	1125-PF-TH-NOSTEN	Mae Sot	Thailand	16.771015	98.704491	2003	ERR689412	PD1484-C	WSEA	89.16	True	Analysis_set	False
